,Symbol,Exp_Date,stock_price,Distance OTM,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,V/OI,Value,Pct_OTM
15,ABBV,2020-08-20,99.54000091552734,19.540000915527344,80.0,0.24,0.24,0.25,-0.030000016,-11.111116,782.0,3234.0,0.4497125341796875,0.0,0.24180581323438466,77616.0,0.1963030011634175
17,ABBV,2020-08-20,99.54000091552734,14.540000915527344,85.0,0.48,0.43,0.57,-0.02000001,-4.000002,220.0,2079.0,0.4233456103515625,0.0,0.10582010582010581,99792.0,0.1460719387361311
17,ATVI,2020-08-20,81.16000366210938,11.160003662109375,70.0,0.73,0.7,0.93,-0.80999994,-52.597397,206.0,1275.0,0.500005,0.0,0.16156862745098038,93075.0,0.13750619958780966
27,ADBE,2020-08-20,455.2699890136719,65.26998901367188,390.0,2.24,2.12,3.3,-2.7,-54.65587,552.0,1293.0,0.4459283923339844,0.0,0.42691415313225056,289632.0,0.143365454760322
3,AMD,2020-08-20,57.459999084472656,17.459999084472656,40.0,0.08,0.09,0.12,-0.10000001,-55.555557,408.0,7800.0,0.648441015625,0.0,0.052307692307692305,62400.0,0.30386354616547234
4,AMD,2020-08-20,57.459999084472656,12.459999084472656,45.0,0.33,0.32,0.35,-0.25999996,-44.06779,931.0,7617.0,0.5942423388671876,0.0,0.12222659839831955,251361.0,0.2168464894361564
5,AMD,2020-08-20,57.459999084472656,7.459999084472656,50.0,1.06,1.01,1.08,-0.59000003,-35.757576,1703.0,27204.0,0.5712933496093751,0.0,0.06260108807528304,2883624.0,0.12982943270684044
7,AAP,2020-08-20,144.89999389648438,24.899993896484375,120.0,1.6,1.55,1.75,-0.4699999,-22.70531,1258.0,1342.0,0.5908244042968751,0.0,0.9374068554396423,214720.00000000003,0.17184261521965813
9,AAP,2020-08-20,144.89999389648438,14.899993896484375,130.0,3.3,3.1,3.4,-0.29999995,-8.333332,1252.0,152.0,0.5404098693847659,0.0,8.236842105263158,50160.0,0.1028294998212963
10,APD,2020-08-20,290.8699951171875,40.8699951171875,250.0,1.6,0.5,1.8,0.33000004,25.984255,1783.0,20.0,0.41919526123046874,0.0,89.15,3200.0,0.14050949153666242
5,AKAM,2020-08-20,115.23999786376953,50.23999786376953,65.0,0.77,0.0,0.75,0.0,0.0,227.0,206.0,1.0673874755859378,0.0,1.1019417475728155,15862.0,0.4359597257469627
12,AKAM,2020-08-20,115.23999786376953,27.73999786376953,87.5,0.85,0.15,0.8,0.0,0.0,511.0,731.0,0.6030313134765627,0.0,0.6990424076607387,62135.0,0.24071501542860363
1,ALB,2020-08-20,87.04000091552734,42.040000915527344,45.0,0.05,0.0,0.2,0.0,0.0,540.0,540.0,1.0273486132812502,0.0,1.0,2700.0,0.48299632896749767
6,ALL,2020-08-20,90.93000030517578,20.93000030517578,70.0,0.25,0.2,0.4,-0.29000002,-53.70371,214.0,66.0,0.5512740185546876,0.0,3.242424242424242,1650.0,0.23017706186001669
124,AMZN,2020-08-20,3196.840087890625,996.840087890625,2200.0,2.95,2.4,3.1,-2.3999999,-44.85981,239.0,636.0,0.5922281988525393,0.0,0.3757861635220126,187620.0,0.31182044158748373
164,AMZN,2020-08-20,3196.840087890625,796.840087890625,2400.0,8.13,7.55,8.65,-12.419999,-60.437954,314.0,749.0,0.5640302386474609,0.0,0.4192256341789052,608937.0000000001,0.24925866354998225
184,AMZN,2020-08-20,3196.840087890625,696.840087890625,2500.0,13.8,13.05,14.25,-20.080002,-59.26801,363.0,1085.0,0.5545546253967286,0.0,0.3345622119815668,1497300.0,0.21797777453123152
