,Symbol,Exp_Date,stock_price,Distance OTM,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,V/OI,Value,Pct_OTM
5,AMD,2020-08-20,76.87999725341797,30.87999725341797,46.0,0.01,0.0,0.01,0.0,0.0,216.0,737.0,1.0625046875000002,False,0.2930800542740841,737.0,0.40166491098625906
9,AMD,2020-08-20,76.87999725341797,26.87999725341797,50.0,0.02,0.01,0.02,0.0,0.0,344.0,19677.0,0.9960937890625,False,0.017482339787569242,39354.0,0.34963577281115116
15,AMD,2020-08-20,76.87999725341797,21.87999725341797,55.0,0.07,0.07,0.08,0.04,133.33334,572.0,60818.0,0.9804689453125001,False,0.00940511032917886,425726.0,0.2845993500922663
21,AMD,2020-08-20,76.87999725341797,16.87999725341797,60.0,0.19,0.17,0.2,0.13,216.66667,1098.0,9129.0,0.88476677734375,False,0.12027604337824516,173451.0,0.21956292737338137
22,AMD,2020-08-20,76.87999725341797,15.879997253417969,61.0,0.24,0.2,0.25,0.16,200.0,203.0,1101.0,0.86914193359375,False,0.184377838328792,26424.0,0.2065556428296044
27,AMD,2020-08-20,76.87999725341797,11.879997253417969,65.0,0.38,0.38,0.43,0.22999999,153.33331,597.0,4215.0,0.7753928710937501,False,0.14163701067615658,160170.0,0.1545265046544965
28,AMD,2020-08-20,76.87999725341797,10.879997253417969,66.0,0.47,0.45,0.49,0.26,123.809525,288.0,503.0,0.75195560546875,False,0.5725646123260437,23641.0,0.14151922011071952
29,AMD,2020-08-20,76.87999725341797,9.879997253417969,67.0,0.55,0.54,0.58,0.39000002,243.75003,331.0,1308.0,0.7334011035156249,False,0.2530581039755352,71940.00000000001,0.12851193556694254
30,AMD,2020-08-20,76.87999725341797,9.379997253417969,67.5,0.61,0.55,0.63,0.41000003,205.00002,226.0,2025.0,0.71679970703125,False,0.11160493827160493,123525.0,0.12200829329505404
31,AMD,2020-08-20,76.87999725341797,8.879997253417969,68.0,0.63,0.65,0.68,0.42000002,200.00003,210.0,1189.0,0.7158231542968749,False,0.17661900756938603,74907.0,0.11550465102316555
32,AMD,2020-08-20,76.87999725341797,7.879997253417969,69.0,0.75,0.76,0.81,0.5,200.0,236.0,2598.0,0.6962920996093751,False,0.09083910700538876,194850.0,0.10249736647938858
4,AFL,2020-08-20,38.029998779296875,13.029998779296875,25.0,0.01,0.0,0.05,-0.04,-79.99999,19013.0,19504.0,1.125004375,False,0.9748256767842494,19504.0,0.34262422291715317
5,AKAM,2020-08-20,106.22000122070312,41.220001220703125,65.0,0.77,0.0,0.0,0.0,0.0,227.0,206.0,0.500005,False,1.1019417475728155,15862.0,0.388062518800546
1,ALB,2020-08-20,92.44999694824219,47.44999694824219,45.0,0.05,0.0,0.1,0.0,0.0,540.0,540.0,1.8046884765624998,False,1.0,2700.0,0.5132503895571452
3,AAL,2020-08-20,13.729999542236328,7.729999542236328,6.0,0.01,0.0,0.02,0.0,0.0,416.0,15343.0,2.1250046874999997,False,0.02711334158899824,15343.0,0.5630007137623891
4,AAL,2020-08-20,13.729999542236328,7.229999542236328,6.5,0.01,0.01,0.09,-0.04,-79.99999,1754.0,415.0,2.468753828125,False,4.226506024096386,415.00000000000006,0.5265841065759215
5,AAL,2020-08-20,13.729999542236328,6.729999542236328,7.0,0.02,0.01,0.03,0.0,0.0,1287.0,9511.0,1.9375003125,False,0.13531700136683839,19022.0,0.4901674993894539
