,Symbol,Exp_Date,stock_price,Distance OTM,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,V/OI,Value,Pct_OTM
32,ABT,2020-09-17,110.79000091552734,-14.209999084472656,125.0,0.59,0.44,0.75,-1.31,-68.94737,716.0,712.0,0.43457596679687505,0.0,1.0056179775280898,42008.0,-0.12826066402244346
33,ABT,2020-09-17,110.79000091552734,-19.209999084472656,130.0,0.41,0.4,0.44,-0.93000007,-69.402985,1775.0,1976.0,0.46143116699218756,0.0,0.8982793522267206,81016.0,-0.1733910905833412
34,ABT,2020-09-17,110.79000091552734,-24.209999084472656,135.0,0.34,0.25,0.35,-0.65999997,-66.0,325.0,1071.0,0.514653291015625,0.0,0.3034547152194211,36414.00000000001,-0.21852151714423895
35,ABT,2020-09-17,110.79000091552734,-29.209999084472656,140.0,0.28,0.27,0.28,-0.62,-68.88889,1969.0,0.0,0.559574716796875,0.0,inf,0.0,-0.26365194370513667
38,ABBV,2020-09-17,94.16999816894531,-10.830001831054688,105.0,0.05,0.03,0.06,-0.02,-28.571426,258.0,6848.0,0.23633576171874998,0.0,0.037675233644859814,34240.0,-0.11500480027221797
33,ATVI,2020-09-17,83.20999908447266,-16.790000915527344,100.0,0.11,0.09,0.13,0.009999998,9.999998,512.0,4142.0,0.42383388671875,0.0,0.12361178174794785,45562.0,-0.2017786455986205
39,AMD,2020-09-17,85.55000305175781,-9.449996948242188,95.0,1.35,1.33,1.37,0.24000001,21.621622,1851.0,5418.0,0.5351608984375,0.0,0.3416389811738649,731430.0,-0.11046167868077027
40,AMD,2020-09-17,85.55000305175781,-14.449996948242188,100.0,0.73,0.73,0.75,0.100000024,15.873019,4363.0,12305.0,0.5571333349609376,0.0,0.35457131247460383,898265.0,-0.1689070301902845
41,AMD,2020-09-17,85.55000305175781,-19.449996948242188,105.0,0.42,0.42,0.45,0.03999999,10.526314,263.0,4627.0,0.58789474609375,0.0,0.0568402852820402,194334.0,-0.2273523816997987
42,AMD,2020-09-17,85.55000305175781,-24.449996948242188,110.0,0.27,0.26,0.29,0.02000001,8.000004,239.0,0.0,0.622074091796875,0.0,inf,0.0,-0.28579773320931295
43,AMD,2020-09-17,85.55000305175781,-29.449996948242188,115.0,0.19,0.18,0.19,0.00999999,5.55555,456.0,1506.0,0.65820654296875,0.0,0.30278884462151395,28614.0,-0.34424308471882714
29,MO,2020-09-17,43.93000030517578,-6.069999694824219,50.0,0.03,0.02,0.05,0.0,0.0,217.0,3942.0,0.3007882421875,0.0,0.05504819888381532,11826.0,-0.1381743604064819
327,AMZN,2020-09-17,3401.800048828125,-598.199951171875,4000.0,11.2,10.8,11.45,-2.6999998,-19.42446,667.0,2742.0,0.44835451553344724,0.0,0.24325309992706054,3071040.0,-0.17584806355033916
347,AMZN,2020-09-17,3401.800048828125,-1598.199951171875,5000.0,1.7,1.67,1.74,-1.26,-42.567566,593.0,2662.0,0.6647982739257814,0.0,0.22276483846731782,452539.99999999994,-0.46981007943792397
20,AAL,2020-09-17,13.59000015258789,-1.4099998474121094,15.0,0.68,0.67,0.68,0.060000002,9.67742,2937.0,29590.0,0.920899228515625,0.0,0.09925650557620817,2012120.0,-0.10375274698901372
21,AAL,2020-09-17,13.59000015258789,-1.9099998474121094,15.5,0.55,0.55,0.58,0.00999999,1.85185,484.0,1698.0,0.93945373046875,0.0,0.2850412249705536,93390.00000000001,-0.14054450522198086
22,AAL,2020-09-17,13.59000015258789,-2.4099998474121094,16.0,0.48,0.46,0.49,0.030000001,6.666667,642.0,10152.0,0.9589847851562499,0.0,0.06323877068557919,487296.0,-0.177336263454948
23,AAL,2020-09-17,13.59000015258789,-2.9099998474121094,16.5,0.4,0.4,0.41,0.02000001,5.2631607,499.0,695.0,0.98242205078125,0.0,0.7179856115107913,27800.0,-0.2141280216879151
24,AAL,2020-09-17,13.59000015258789,-3.4099998474121094,17.0,0.34,0.34,0.36,0.00999999,3.0303,505.0,2921.0,1.0078174609375,0.0,0.17288599794590895,99314.00000000001,-0.2509197799208822
26,AAL,2020-09-17,13.59000015258789,-4.409999847412109,18.0,0.28,0.26,0.28,0.02000001,7.6923122,917.0,9820.0,1.0625046875000002,0.0,0.09338085539714867,274960.00000000006,-0.32450329638681646
29,AAL,2020-09-17,13.59000015258789,-6.409999847412109,20.0,0.17,0.17,0.18,0.0,0.0,1701.0,9969.0,1.1660197949218751,0.0,0.17062894974420703,169473.0,-0.47167032931868497
30,AAL,2020-09-17,13.59000015258789,-11.40999984741211,25.0,0.09,0.09,0.1,0.010000005,12.500008,383.0,5085.0,1.4296903515625,0.0,0.07531956735496559,45765.0,-0.8395879116483562
28,AXP,2020-09-17,102.54000091552734,-17.459999084472656,120.0,0.23,0.22,0.25,0.060000002,35.294117,875.0,1080.0,0.40869731933593745,0.0,0.8101851851851852,24840.0,-0.17027500417964925
91,AAPL,2020-09-17,499.2300109863281,-50.769989013671875,550.0,7.53,7.5,7.6,-2.0799994,-21.644115,5197.0,0.0,0.5028736236572267,0.0,inf,0.0,-0.10169658853914985
92,AAPL,2020-09-17,499.2300109863281,-55.769989013671875,555.0,6.75,6.6,6.95,-2.0500002,-23.295456,214.0,9459.0,0.5070850073242188,0.0,0.022623956020721005,6384825.0,-0.11171201207132395
93,AAPL,2020-09-17,499.2300109863281,-60.769989013671875,560.0,6.25,5.95,6.3,-1.8000002,-22.36025,622.0,3614.0,0.5127001855468749,0.0,0.17210846707249586,2258750.0,-0.12172743560349804
94,AAPL,2020-09-17,499.2300109863281,-65.76998901367188,565.0,5.64,5.4,5.75,-1.71,-23.265306,875.0,597.0,0.5193529510498047,0.0,1.4656616415410386,336708.0,-0.13174285913567213
95,AAPL,2020-09-17,499.2300109863281,-70.76998901367188,570.0,5.1,5.0,5.2,-1.5999999,-23.880596,629.0,1258.0,0.5266770965576173,0.0,0.5,641579.9999999999,-0.1417582826678462
97,AAPL,2020-09-17,499.2300109863281,-80.76998901367188,580.0,4.25,4.15,4.35,-1.4200001,-25.044092,932.0,2458.0,0.5397995239257813,0.0,0.3791700569568755,1044650.0,-0.1617891297321944
99,AAPL,2020-09-17,499.2300109863281,-90.76998901367188,590.0,3.65,3.6,3.65,-1.1999998,-24.742266,3069.0,4741.0,0.5555464367675782,0.0,0.6473317865429234,1730464.9999999998,-0.18181997679654258
100,AAPL,2020-09-17,499.2300109863281,-95.76998901367188,595.0,3.37,3.2,3.45,-1.1600003,-25.60707,207.0,332.0,0.5618940295410157,0.0,0.6234939759036144,111884.00000000001,-0.19183540032871665
101,AAPL,2020-09-17,499.2300109863281,-100.76998901367188,600.0,3.15,3.1,3.15,-1.0699997,-25.355444,5099.0,9530.0,0.5716595568847658,0.0,0.5350472193074501,3001950.0,-0.20185082386089076
103,AAPL,2020-09-17,499.2300109863281,-110.76998901367188,610.0,2.75,2.63,2.83,-0.9100001,-24.86339,214.0,733.0,0.5885050915527343,0.0,0.29195088676671216,201575.0,-0.22188167092523894
121,AAPL,2020-09-17,499.2300109863281,-200.76998901367188,700.0,1.11,1.05,1.11,-0.26,-18.978102,524.0,3572.0,0.7329128271484374,0.0,0.14669652855543114,396492.00000000006,-0.40215929450437254
