,Symbol,Exp_Date,stock_price,Distance OTM,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,V/OI,Value,Pct_OTM
15,ABBV,2020-08-20,92.37999725341797,12.379997253417969,80.0,0.09,0.07,0.12,-0.019999996,-18.181814,387.0,3393.0,0.47852083984375,False,0.11405835543766578,30537.0,0.13401166509517212
5,AMD,2020-08-20,82.23999786376953,36.23999786376953,46.0,0.01,0.0,0.06,0.0,0.0,216.0,737.0,1.3437532812499997,False,0.2930800542740841,737.0,0.44066146407008727
15,AMD,2020-08-20,82.23999786376953,27.23999786376953,55.0,0.03,0.02,0.03,0.0,0.0,540.0,60697.0,0.945313046875,False,0.008896650575810995,182091.0,0.33122566356206085
21,AMD,2020-08-20,82.23999786376953,22.23999786376953,60.0,0.06,0.05,0.1,-0.02,-25.0,516.0,9067.0,0.8789074609374999,False,0.05690967243851329,54402.0,0.2704279966131573
27,AMD,2020-08-20,82.23999786376953,17.23999786376953,65.0,0.15,0.13,0.16,0.02000001,15.3846245,317.0,4200.0,0.7617211328125001,False,0.07547619047619047,63000.0,0.20963032966425374
33,AMD,2020-08-20,82.23999786376953,12.239997863769531,70.0,0.31,0.31,0.33,0.060000002,24.0,1375.0,4698.0,0.6630893066406252,False,0.29267773520647083,145638.0,0.1488326627153502
34,AMD,2020-08-20,82.23999786376953,11.239997863769531,71.0,0.38,0.36,0.46,0.07999998,26.666658,254.0,1623.0,0.6586948193359375,False,0.15650030807147258,61674.0,0.1366731293255695
36,AMD,2020-08-20,82.23999786376953,9.239997863769531,73.0,0.59,0.52,0.64,0.19999999,51.282047,415.0,4247.0,0.6259803027343751,False,0.09771603484812809,250573.0,0.11235406254600806
37,AMD,2020-08-20,82.23999786376953,8.239997863769531,74.0,0.66,0.64,0.69,0.16000003,32.000004,477.0,1167.0,0.6015664843750002,False,0.4087403598971722,77022.0,0.10019452915622735
5,AKAM,2020-08-20,107.87000274658203,42.87000274658203,65.0,0.77,0.0,0.0,0.0,0.0,227.0,206.0,0.500005,False,1.1019417475728155,15862.0,0.3974228391121498
